ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
337,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,729",74.88,80.01,41.88,134
338,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,557",12.32,14.33,21.18,32
339,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,834",14.40,16.31,20.18,31
340,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,708",74.91,80.05,41.90,134
341,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,682",12.67,14.06,20.88,32
342,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,801",14.50,16.37,20.19,31
343,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,729",74.75,80.01,41.88,134
344,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,787",12.86,13.84,20.58,32
345,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,838",14.30,16.29,20.14,31
346,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,826",74.85,79.85,41.80,134
347,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,878",12.42,13.65,20.23,32
348,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,606",14.05,16.79,20.66,31
349,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,720",74.62,80.03,41.89,134
350,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,513",13.12,14.40,21.39,32
351,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,737",14.40,16.51,20.39,31
352,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,822",74.85,79.86,41.80,134
353,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,636",13.02,14.16,21.09,32
354,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,735",14.34,16.52,20.42,31
355,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,812",74.72,79.88,41.81,134
356,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,757",12.29,13.90,20.68,32
357,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,646",14.27,16.71,20.62,31
358,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,781",74.88,79.93,41.83,134
359,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,768",12.58,13.88,20.72,32
360,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,763",14.30,16.45,20.35,31
361,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,736",75.14,80.00,41.87,134
362,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,695",12.77,14.03,20.80,32
363,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  136,    1,    1","  512,    1,    1","7,789",14.24,16.41,20.35,31
364,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","46,760",74.91,79.96,41.85,134
365,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,829",12.86,13.75,20.44,32
366,2,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[763711] vgg_small,NVIDIA A100-SXM4-40GB," 8664,    1,    1","  512,    1,    1","33,237",53.47,57.25,38.84,16
367,2,_relu_activate_,"nebula::_relu_activate_(float *, unsigned int)",[763711] vgg_small,NVIDIA A100-SXM4-40GB," 8664,    1,    1","  512,    1,    1","24,329",40,21.11,52.80,16
368,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,597",17.15,26.55,31.71,31
369,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,196",133.12,88.19,43.55,134
370,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,782",12.70,13.85,20.71,32
371,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,474",16.70,26.91,32.11,31
372,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,278",132.86,88.11,43.51,134
373,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,669",12.80,14.09,20.96,32
374,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,522",16.67,26.78,31.96,31
375,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,246",132.99,88.14,43.53,134
376,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,583",13.02,14.26,21.25,32
377,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,669",17.06,26.37,31.51,31
378,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,288",133.06,88.09,43.50,134
379,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,531",12.83,14.38,21.30,32
380,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,353",16.70,27.26,32.70,31
381,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,270",132.99,88.11,43.51,134
382,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,770",12.29,13.88,20.62,32
383,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,647",16.67,26.42,31.64,31
384,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,219",132.96,88.17,43.54,134
385,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,999",13.57,13.43,20.03,32
386,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,376",16.74,27.19,32.41,31
387,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,212",133.02,88.18,43.54,134
388,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,753",12.45,13.91,20.88,32
389,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,435",16.77,27.02,32.37,31
390,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,333",133.06,88.06,43.48,134
391,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,878",12.32,13.65,20.30,32
392,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,600",16.74,26.56,31.74,31
393,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,245",133.06,88.14,43.53,134
394,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,559",12.67,14.33,21.19,32
395,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,641",17.06,26.43,31.56,31
396,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,337",132.99,88.05,43.48,134
397,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,497",12.74,14.46,21.45,32
398,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,713",16.67,26.23,31.36,31
399,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,392",132.96,87.99,43.45,134
400,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,759",12.16,13.90,20.61,32
401,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,624",16.99,26.49,31.68,31
402,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,286",132.90,88.10,43.51,134
403,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,787",12.80,13.85,20.69,32
404,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,323",16.64,27.34,32.73,31
405,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,214",133.31,88.18,43.54,134
406,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,725",13.25,13.96,20.84,32
407,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,376",16.67,27.18,32.37,31
408,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,235",133.09,88.15,43.53,134
409,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,655",12.26,14.11,20.88,32
410,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,591",16.96,26.59,31.74,31
411,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,245",132.96,88.14,43.53,134
412,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,546",13.02,14.34,21.27,32
413,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,384",17.22,27.17,32.36,31
414,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,250",133.12,88.14,43.52,134
415,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,639",12.42,14.16,21.09,32
416,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,560",17.15,26.67,31.89,31
417,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,245",133.06,88.14,43.53,134
418,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,718",12.83,13.99,20.86,32
419,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,599",16.70,26.55,31.57,31
420,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,214",133.28,88.17,43.54,134
421,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,629",12.51,14.17,21.01,32
422,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,425",16.83,27.04,32.36,31
423,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,257",132.96,88.13,43.52,134
424,2,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"   12,   24,    1","   32,   16,    1","6,773",12.90,13.87,20.60,32
425,2,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763711] vgg_small,NVIDIA A100-SXM4-40GB,"  271,    1,    1","  512,    1,    1","9,465",16.93,26.94,32.06,31
426,3,ampere_sgemm_128x32_sliced1x4_nn,ampere_sgemm_128x32_sliced1x4_nn,[763711] vgg_small,NVIDIA A100-SXM4-40GB,"    3,   12,    3","  256,    1,    1","84,280",132.96,88.10,43.51,134
