ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
825,2,_normalize_,"nebula::_normalize_(float *, float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 1200,    1,    1","  512,    1,    1","9,731",17.25,42.80,17.82,22
826,2,_scale_,"nebula::_scale_(float *, float *, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    1,  192,   32","  512,    1,    1","13,188",22.69,20.71,14.02,16
827,3,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 1200,    1,    1","  512,    1,    1","7,782",13.86,34.90,22.13,16
828,3,_leaky_activate_,"nebula::_leaky_activate_(float *, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 1200,    1,    1","  512,    1,    1","6,536",12.32,14.78,26.45,16
829,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,289",8.70,3.85,2.13,31
830,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,073",27.23,17.83,18.84,86
831,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,298",8.54,3.84,2.07,31
832,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,773",26.62,18.17,19.19,86
833,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,377",8.51,3.77,2.06,31
834,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,168",27.49,17.73,18.73,86
835,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,299",8.58,3.84,2.07,31
836,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,046",27.23,17.86,18.87,86
837,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,324",8.51,3.82,2.00,31
838,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,161",27.36,17.74,18.73,86
839,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,334",8.51,3.81,2.09,31
840,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,155",27.30,17.74,18.74,86
841,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,287",8.48,3.85,2.06,31
842,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,219",27.30,17.68,18.67,86
843,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,338",8.54,3.81,2.04,31
844,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,143",27.17,17.76,18.76,86
845,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,256",8.51,3.88,2.03,31
846,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,363",27.68,17.51,18.51,86
847,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,287",8.58,3.86,2.03,31
848,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,861",26.88,18.07,19.09,86
849,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,282",8.54,3.86,2.07,31
850,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,238",27.04,17.65,18.65,86
851,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,298",8.54,3.84,2.03,31
852,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,141",27.62,17.76,18.76,86
853,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,352",8.70,3.80,2.03,31
854,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,101",27.07,17.80,18.81,86
855,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,333",8.74,3.81,1.98,31
856,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,862",27.46,18.07,19.09,86
857,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,289",8.54,3.85,2.12,31
858,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,308",27.71,17.58,18.56,86
859,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,370",8.48,3.78,2.11,31
860,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,041",26.62,17.87,18.88,86
861,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,311",8.51,3.84,2.20,31
862,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,946",27.42,17.97,18.99,86
863,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,288",8.51,3.86,2.14,31
864,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,156",27.36,17.75,18.75,86
865,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,295",8.48,3.85,2.13,31
866,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,863",27.49,18.07,19.09,86
867,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,290",8.54,3.85,2.17,31
868,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,209",27.39,17.68,18.68,86
869,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,377",8.51,3.78,2.15,31
870,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,729",26.69,18.23,19.26,86
871,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,318",8.48,3.83,2.13,31
872,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,067",27.62,17.85,18.85,86
873,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,339",8.51,3.81,2.16,31
874,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,980",27.62,17.94,18.95,86
875,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,295",8.64,3.85,2.14,31
876,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,857",26.85,18.08,19.10,86
877,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,305",8.77,3.84,2.16,31
878,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,896",27.52,18.03,19.05,86
879,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,307",8.48,3.84,2.16,31
880,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,132",27.42,17.77,18.77,86
881,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,352",8.58,3.80,2.11,31
882,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,922",27.10,18.00,19.02,86
883,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,337",8.51,3.81,2.03,31
884,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,147",27.07,17.76,18.75,86
885,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,291",8.51,3.85,2.10,31
886,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,786",27.55,18.16,19.19,86
887,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,317",8.64,3.83,2.03,31
888,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,089",26.82,17.82,18.82,86
889,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,292",8.48,3.85,2.09,31
890,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","15,731",27.30,18.22,19.25,86
891,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"   38,    1,    1","  512,    1,    1","4,304",8.61,3.84,2.02,31
892,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   24,    1","  128,    1,    1","16,107",27.52,17.80,18.80,86
893,3,_mean_,"nebula::_mean_(float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  768,    1,    1","  512,    1,    1","60,761",94.02,43.16,6.73,22
894,2,_variance_,"nebula::_variance_(float *, float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  768,    1,    1","  512,    1,    1","78,550",121.86,43.53,5.20,22
895,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    3,    1,    1","  256,    1,    1","3,481",7.36,0.06,0.86,26
896,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    3,    1,    1","  256,    1,    1","3,617",7.42,0.08,0.97,32
897,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    3,    1,    1","  256,    1,    1","3,286",7.20,0.07,0.92,26
898,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    3,    1,    1","  256,    1,    1","3,654",7.49,0.08,0.95,32
899,2,_normalize_,"nebula::_normalize_(float *, float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 4800,    1,    1","  512,    1,    1","27,208",44.74,59.43,25.60,22
900,2,_scale_,"nebula::_scale_(float *, float *, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    1,  768,   32","  512,    1,    1","40,599",64.70,26.91,17.82,16
901,2,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 4800,    1,    1","  512,    1,    1","19,971",32.61,53.00,34.62,16
902,2,_shortcut_,"nebula::_shortcut_(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *, unsigned int, unsigned int, unsigned int, float *, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 2400,    1,    1","  512,    1,    1","17,653",28.74,56.19,40.07,16
903,2,_leaky_activate_,"nebula::_leaky_activate_(float *, unsigned int)",[762749] resnet_small,NVIDIA A100-SXM4-40GB," 4800,    1,    1","  512,    1,    1","15,346",26.24,23.68,44.24,16
904,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","4,960",9.06,13.28,5.70,31
905,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,632",19.74,29.00,30.29,82
906,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   12,    1","   32,   16,    1","5,839",11.01,3.85,7.70,32
907,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","4,996",8.96,13.19,5.54,31
908,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,517",19.62,29.28,30.60,82
909,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   12,    1","   32,   16,    1","5,864",11.30,3.83,7.69,32
910,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","4,960",9.02,13.28,5.62,31
911,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,603",19.78,29.07,30.38,82
912,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   12,    1","   32,   16,    1","5,900",11.10,3.81,7.65,32
913,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","5,013",9.06,13.14,5.47,31
914,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,667",19.90,28.91,30.20,82
915,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   12,    1","   32,   16,    1","5,839",11.01,3.85,7.72,32
916,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","4,967",8.83,13.26,5.58,31
917,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,523",19.68,29.27,30.59,82
918,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   12,    1","   32,   16,    1","5,819",10.94,3.86,7.79,32
919,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","5,072",8.90,12.99,5.49,31
920,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,563",19.81,29.17,30.48,82
921,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   12,    1","   32,   16,    1","5,814",11.04,3.86,7.82,32
922,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","5,020",8.83,13.12,5.46,31
923,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,657",19.74,28.94,30.24,82
924,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   12,    1","   32,   16,    1","5,823",11.04,3.86,7.82,32
925,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","4,943",8.83,13.33,5.66,31
926,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,529",19.74,29.26,30.57,82
927,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    4,   12,    1","   32,   16,    1","5,739",11.04,3.91,7.89,32
928,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[762749] resnet_small,NVIDIA A100-SXM4-40GB,"  150,    1,    1","  512,    1,    1","4,976",8.86,13.23,5.49,31
929,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[762749] resnet_small,NVIDIA A100-SXM4-40GB,"    2,    6,    9","  256,    1,    1","11,570",20.35,29.15,30.46,82
